text,label
What is the difference between symbiotic and parasitic relationships in coral ecosystems and how do these affect coral health?,relevant
"How does habitat destruction (e.g., overfishing) impact coral reefs and what efforts are being made to protect them from this threat?",relevant
"What are some innovative techniques that can be used to restore degraded coral reefs, and how effective are they?",relevant
What is the capital of Australia?,irrelevant
Which planet in our solar system has the most moons?,irrelevant
How many bones does an average adult human have?,irrelevant
What was the last word spoken by Darth Vader on screen?,irrelevant
Who played James Bond in all 007 films?,irrelevant
How many countries are there in Europe?,irrelevant
What is the world's largest desert by area?,irrelevant
What language do people speak most often on Mars?,irrelevant
Which famous musician has a middle name of,irrelevant
?,irrelevant
What is the biggest candy bar in the world?,irrelevant
What are the primary threats to coral reefs and how can they be mitigated?,relevant
Describe the importance of coral diversity in a healthy ecosystem.,relevant
"What is bleaching, and what factors contribute to it?",relevant
"How do corals grow and reproduce, and what role does symbiosis play in their lifecycle?",relevant
Explain the concept of 'biocarbon sequestration' and its relevance to climate change mitigation.,relevant
"What are the benefits of coral reefs for coastal communities, including tourism and fishing industries?",relevant
Describe the life cycle of a coral polyp and how it relates to coral reef health.,relevant
How can ocean acidification affect corals and what is being done to address this issue?,relevant
What factors influence the spread of coral diseases and how are they monitored in coral populations?,relevant
"Discuss the role of coral in providing habitat for marine biodiversity, including fish and other organisms.",relevant
What are the three main threats to the health of coral reefs and how do they impact marine life?,relevant
Describe the process of coral bleaching and explain its causes.,relevant
Explain the role of coral in supporting diverse marine ecosystems and how this support is threatened by climate change.,relevant
List the five primary types of symbiotic relationships found within coral reef communities.,relevant
Discuss the importance of biodiversity in coral reefs and what it means for ecosystem resilience.,relevant
Describe the life cycle of a typical coral polyp and explain its role in coral reef formation.,relevant
"What are some methods being used to conserve coral reefs, and how effective are they?",relevant
Explain how ocean acidification affects marine organisms such as corals and plankton.,relevant
List three species of corals found primarily in the Great Barrier Reef and their unique characteristics.,relevant
